165	multidrug
162	rna-binding
159	light
159	homology
158	transcriptional
158	other
157	systems
155	domains
153	includes
152	phenylpropanoids
151	glycosyltransferase
150	ubiquitin-protein
150	ring-h2
149	zn
149	sugar
149	aspartate
147	small
147	n-terminal
146	region
145	peroxidases
144	wrky
144	wd
144	lyases
143	xi
142	nac
141	biosynthesis
140	isoprenoids
140	fa
139	vacuolar
138	myb-related
138	disease
138	2c
137	repair
136	c2c2
130	proline-rich
130	dependent
130	50s
129	polypeptide
129	hb
129	assembly
128	virgatum-41841
128	thioredoxin
128	flavone
128	ethylene
127	transfer
126	glycolysis
125	translation
125	photosystem
122	hydrolases
121	metabolite
120	nad
119	leucine-rich
118	sugars
118	cytosolic
117	g-beta
117	camk
117	brassinosteroid
116	myb-like
116	lrr
115	flavonoids
115	depedent
115	activation
114	permease
114	no
114	gdsl-motif
114	apical
113	transduction
113	clone
112	related
112	ltp
111	meristem
111	chaperone
110	squalene
110	peptides
110	oligopeptides
110	coa
108	ulp1
108	steroids
108	esterase
108	acids
108	abscisic
107	nodulin
107	glucan
104	in
103	phosphate
102	integral
102	channel
101	btb
100	aromatic
99	tfs
99	having
98	transposase
98	transferring
98	salt
98	mads
98	groups
98	glycine-rich
97	ribonucleoprotein
97	proteasome
97	kinesin
96	gibberellin
96	aspartic
95	''exotics''
94	transformation
94	tca
94	org
94	lyase
94	ankyrin
94	1a
93	gtpase
93	calmodulin-binding
92	gtp-binding
92	exonuclease
91	proteasom
91	endo-1
90	subclass
90	phd
89	dehydratase
89	30s
88	lectin
87	pectate
87	gras
87	folding
87	e2
86	polygalacturonases
86	phosphatases
85	pectinesterase
85	atp-binding
84	short
84	plant-specific
84	p-
83	zipper
83	nb-arc
83	nadh
83	efflux
82	monooxygenase
82	ascorbate
81	phospholipid
81	phospholipase
81	dna-directed
81	cyclin
81	auxin-responsive
81	allergen
80	xyloglucan
80	v-atpases
80	tramtrack
80	subunits
80	s-transferase
80	cellulose
80	broad
80	bric-a-brac
79	subfamily
79	mads-box
78	starch
78	plasma
78	myosin
78	leaf
78	hydroxyproline-rich
78	extensin
78	drought
77	tyrosine
77	serine-threonine
77	handling
77	embryogenesis
77	acetyltransferase
76	potassium
76	insensitive
75	udp-glucosyl
75	udp-glucoronosyl
75	sucrose
75	mannosidases
75	h3
75	gluco-
75	galacto-
75	decarboxylase
75	carboxyl-terminal
75	branch
75	aminotransferase
74	virgatum-81574
74	tetratricopeptide
74	ser
74	harpin-induced
74	dead-box
74	arginine
73	remodeling
73	acyltransferase
73	acyl
72	ribonucleases
72	motor
72	glycosylation
72	factors
72	dimerisation
71	trna
71	sdr
71	gdsl-like
71	acylhydrolase
70	wd-repeat
70	vitamine
70	nucleolar
70	co-factor
69	pollen
69	others
69	late
69	inner
69	gtp
68	thioesterase
68	proton
68	myrosinases-lectin-jacalin
68	include
68	homologs
68	from
68	chromosome
67	ubiquitin-conjugating
67	subtilases
67	specific
67	lignin
67	carboxypeptidase
67	c3h
66	map
66	lipases
66	ccch
66	calcium-dependent
66	1-associated
65	ribonuclease
65	phosphinositides
65	peptidyl-prolyl
65	g2-like
65	endonuclease
65	dioxygenase
65	cyclin-dependent
65	cleavage
65	aaa
64	triacylglycerol
64	sb02g025555
64	p-type
64	nucleus
64	h2a
64	epstein-barr
64	core
64	cofactor
64	calcium-binding
64	3-beta-glucosidase
63	structural
63	saur
62	induced
62	hat
62	fold
62	fatty
62	beta-1
62	1b
61	responsive
61	nbs-lrr
61	disulfide
61	dh
61	cation
61	armadillo
60	thr
60	subtilisin
60	plastocyanin-like
60	peroxisomal
60	nadh-dh
60	n-methyltransferase
60	dihydroflavonols
60	chelation
59	set
59	polygalacturonase
59	phosphatidylinositol
59	nitrate
59	cupin
59	clathrin
59	activator
59	2a
58	tryptophan
58	troponine
58	translocase
58	reticuline
58	reductases
58	pollen-specific
58	nitrilases
58	glutaredoxin
58	garp
58	epimerase
58	enzymes
58	early
58	bridge
58	berberine
58	*nitrile
57	sorting
57	sequence
57	s-locus
57	pyruvate
57	psii
57	os10g24954
57	lysophospholipases
57	invertase
57	inositol
57	import
57	histidine
57	glutamate
57	anthranilate
56	tubulin
56	targeted
56	set-domain
56	large
56	hand
56	facilitator
56	cbl-interacting
55	wd-40
55	ras-related
55	pectin*esterases
55	expansin
55	element-binding
55	cytokinin-o-glucosyltransferase
55	cis-trans
55	abundant
55	26s
54	xenobiotics
54	root
54	purine
54	protein-like
54	poz
54	phosphotransfer
54	ef
54	cytokinin
54	biodegradation
54	arf
53	unclear
53	replication
53	ptr2
53	protein-related
53	promoter
53	h2b
53	golgi
53	gid1l2
53	dually
53	constans-like
53	co-like
53	b3
52	virus
52	type-box
52	trihelix
52	transcript
52	tetrapyrrole
52	r2r3
52	isozyme
52	h4
52	glutaredoxins
51	plastid
51	oxygenase
51	os12g32310
51	mitochondria
51	kelch
51	control
51	arabinogalactan
51	abi3vp1
50	ptta
50	pre-mrna-splicing
50	motif-containing
50	lysine
50	growth
50	cyclic
50	c2
50	activating
49	subgroup
49	sphingolipids
49	pong
49	peptidylprolyl
49	o-methyltransferase
49	metalloprotease
49	lateral
49	homeodomain
49	homeobox-leucine
49	ccaat
49	antigen
48	terpenoids
48	ribosome
48	pyrophosphatases
48	nepenthesin-1
48	n-acetyltransferase
48	mitogen-activated
48	misc2
48	gibberelin
48	cytoplasmic
47	zinc-finger
47	vq
47	triple-helix
47	tpr
47	tkl
47	s4
47	pme
47	metal-associated
47	kinase-like
47	irak
47	er
47	dof
47	cct
47	calvin
47	auxin-induced
47	apk1b
47	anther-specific
46	serine-rich
46	polyprotein
46	particle
46	hgwp
46	germin
46	envelope
46	ebna-1
46	cyclase
46	cations
46	casein
46	c2c2-dof
46	apg
46	actin
46	acp
45	tcp
45	salvage
45	phosphoglycerate
45	knuckle
45	cold
45	center
44	wall-associated
44	vacuole
44	upf0497
44	serine-glycine-cysteine
44	sb10g021935
44	palmitoyltransferase
44	oo
44	localisation
44	intrinsic
44	cullin3
44	clear
44	beta-glucosidase
44	aquaporin
43	ty3-gypsy
43	reaction
43	rab
43	plant-type
43	organ
43	nadh-ubiquinone
43	h-quinone
43	glucosyltransferase
43	galactosyltransferase
43	biogenesis
43	bifunctional
43	acyl-coa
43	3-o-glucosyltransferase
42	sterile
42	receptor-type
42	nam
42	gamma
42	endopeptidase
42	anthocyanidin
42	5-phosphatase
41	uorf-containing
41	snf1
41	os07g34550
41	nim1
41	mate
41	kin1
41	iron-sulfur
41	iaa
41	f1-atpase
41	exostosin
41	exocyst
41	exchanger
41	dehydration-responsive
41	chlorophyll
41	aux
41	alcohol
40	transducin
40	probable
40	outer
40	os08g09890
40	or
40	methionine
40	lrk1
40	iq
40	general
40	cbs
40	calmodulin-dependent
40	boundaries
40	as2
40	antiporter
39	zim
39	zea
39	yeast
39	tolerance
39	pectin
39	oswak
39	organellar
39	mutase
39	ki
39	ketoacyl
39	jasmonate
39	gata
39	duf231
39	delta
39	cysteine-rich
39	coiled-coil
39	carbohydrate
38	variant
38	thaumatin
38	skip
38	nutrient
38	n-metabolism
38	liga
38	gnat
38	duf594
38	deacetylase
38	carboxylase
38	c4
37	udp-glucose
37	ste
37	pyrophosphatase
37	poly
37	physiology
37	null
37	myo-inositol
37	mikcc
37	membrane-associated
37	mechanism
37	lob
37	kd
37	inorganic
37	carbon
37	beta-catenin
37	aldolase
37	aaa-type
37	6-bisphosphatase
36	salt-inducible
36	phosphoribosyltransferase
36	phenylalanine
36	opp
36	lipid-transfer
36	l2
36	epsilon
36	diphosphate
36	desaturase
36	arabidopsis
36	3-ketoacyl-coa
35	virgatum-57745
35	virgatum-101751
35	sbp
35	proline
35	phosphodiesterase
35	hook
35	histone-lysine
35	h+-transporting
35	guanine
35	ferredoxin
35	fad
35	e1
35	duf581
35	duf538
35	coatomer
35	clp
35	c2c2-gata
35	anions
35	amp-binding
34	specificity
34	sodium
34	senescence-associated
34	sam
34	pp
34	os06g28300
34	nucleoside
34	microtubule-associated
34	math
34	iv
34	inactive
34	hypocotyl
34	grx
34	flavonoid
34	concentrating
34	c1-metabolism
34	aspartyl
34	alpha-1
33	ubiquinone
33	ty1-copia
33	two-sector
33	traf
33	squamosa
33	rubisco
33	porter
33	microtubule
33	hemicellulose
33	fructose-2
33	dof-type
33	dimerization
33	classes
33	chloride
33	chitinase
33	c-x8-c-x5-c-x3-h
32	trehalose
32	tpp
32	synthase-like
32	subtilisin-like
32	snare
32	regulated
32	pka
32	phosphatidylinositol-4-phosphate
32	nudix
32	mediator
32	jumonji
32	gpi-anchored
32	gcn5-related
32	fru2
32	flavonol
32	cellulases
32	beta-expansin
32	arr
32	argonaute
32	alkaloid-like
32	aldehyde
32	6bispase
32	5-kinase
32	4-glucanases
32	-1
31	transparent
31	translocator
31	testa
31	snf2
31	short-chain
31	sensor
31	pkg
31	pkc
31	phd-finger
31	non-phototropic
31	nepenthesin-2
31	methylesterase
31	mapk
31	ipr003441
31	hsp20
31	endoglucanase
31	duf260
31	duf26
31	drug
31	crystallin
31	ca2+
31	agps
31	agp
31	agc
31	acidic
31	acg
31	2b
30	u-box
30	tnp1
30	tigr01568
30	terpene
30	system
30	speckle-type
30	seven
30	rrna
30	ring-type
30	prolyl
30	on
30	o-acyltransferase
30	n-benzoyltransferase
30	meprin
30	ligation
30	kh
30	hsf
30	gst
30	ftsz
30	formin
30	flowering
30	endoplasmic
30	dihydroflavonol-4-reductase
30	beta-glucosyltransferase
30	b-box
29	virgatum-69955
29	virgatum-15863
29	udp-glucosyltransferase
29	terminal
29	rust
29	red
29	pyrophosphate
29	protein1
29	pre-mrna
29	phosphoprotein
29	organic
29	nadph-dependent
29	lustrin
29	lrk10
29	loci
29	l-ascorbate
29	have
29	gtpase-activating
29	glycine
29	flow-chlororespiration
29	dnak
29	diacylglycerol
29	dehydration
29	amine
29	acting
29	1-aminocyclopropane-1-carboxylate
28	wd40
28	virgatum-17389
28	vegetative
28	t1
28	sb02g026186
28	pyrophosphorylase
28	promoter-binding
28	oxidative
28	nucleoid
28	nph3
28	mutator
28	mterf
28	map3k
28	malate
28	long
28	indole-3-acetate
28	i-branching
28	hydroxylase
28	homolog1
28	heterogeneous
28	heme
28	ester
28	duf295
28	deaminase
28	core-2
28	constituent
28	central
28	bromodomain
28	blue
28	beta-oxidation
28	avr9
28	aminopeptidase
28	alpha-l-fucosidase
28	7-dehydrocholesterol
27	zein
27	virgatum-60795
27	synthases
27	start
27	spotted
27	shaqkyf
27	sb03g017640
27	salicylic
27	s15
27	release
27	pleiotropic
27	ox
27	nucleotide-binding
27	nucleosome
27	non-atpase
27	mevalonate
27	maintenance
27	lectin-like
27	inositol-1
27	fasciclin-like
27	erf
27	endotransglucosylase
27	dirigent
27	calmodulin-related
27	c3hc4-type
27	ba0033a15
27	ba0013j05-oo
27	ammonium
27	a-b
26	zrp4
26	two-component
26	transcriptase
26	thylakoid
26	syntaxin
26	sorting-associated
26	site
26	sb06g023923
26	reverse
26	proteophosphoglycan
26	pathogenesis-related
26	os08g28010
26	one
26	oligopeptide
26	nucleotides
26	nodulation
26	nc
26	mitochondrion
26	maturation
26	jasmonate-induced
26	helical
26	ferulate
26	duf1618
26	death
26	dead
26	chorismate
26	carboxylesterase
26	callose
26	adp-ribosylation
26	5-hydroxylase
26	4-epimerase
26	1c
26	14-3-3
26	-containing
25	virgatum-65845
25	virgatum-23993
25	universal
25	uncharacterised
25	tfiid
25	tetratricopeptide-like
25	suppressor
25	sec14
25	sb05g020880
25	s8
25	s-adenosylmethionine-dependent
25	r2r3myb-domain
25	potential
25	phytosulfokine
25	phosphatidylethanolamine-binding
25	non-mevalonate
25	mdr-like
25	ix
25	interaction
25	hydratase
25	h+
25	fiber
25	factor-like
25	enhancer
25	duf623
25	cytidylyltransferase
25	cotransporter
25	contig
25	chalcone
25	carotenoids
25	calcium-transporting
25	anthocyanin
25	aldose
25	[udp-forming]
25	3-5
24	zinc-binding
24	thaliana
24	syndrome
24	skp1
24	senescence
24	scarecrow
24	sb02g010980
24	repressor
24	polyadenylation
24	partner
24	non-specific
24	magnesium
24	hydrogen
24	glutamine
24	gebp
24	flavin-containing
24	flavanone
24	fip1
24	extracellular
24	cf-9
24	beta-galactosidase
24	alfin-like
24	adaptor
24	3-hydroxylase
23	vesicle-associated
23	vamp
23	trehalose-6-phosphate
23	transducer
23	thiol
23	strictosidine
23	solute
23	selenium-binding
23	rho
23	psi
23	polyphosphate
23	phosphoesterase
23	osgrx
23	mtn3
23	mannan-xylose-arabinose-fucose
23	keto
23	iss
23	iron
23	fermentation
23	exo70
23	duf588
23	chalcones
23	ccr4-not
23	c2h2-type
23	autophagy-related
23	algp
23	aldo
23	ak1
23	adenosine
23	5-trisphosphate
22	zf-hd
22	zein-like
22	virgatum-76759
22	virgatum-16982
22	viii
22	udp-glucuronic
22	typical
22	tbc
22	t-complex
22	simple
22	sigma
22	sb06g014504
22	reticulum
22	rapidly
22	pyrimidine
22	pseudouridine
22	predicted
22	phenols
22	perk1
22	ole
22	nuclease
22	multivesicular
22	mays
22	lysosomal
22	locus
22	importin
22	hva22
22	histidine-rich
22	h+-atpase
22	grf
22	glycosylase
22	glycerol-3-phosphate
22	global
22	fasciclin
22	elicited
22	duf1677
22	cytidine
22	cluster
22	charged
22	branched
22	body
22	at2g26730
22	apk1a
22	agenet
22	5ng4
21	vp1-related
21	virgatum-93054
21	uridine
21	unknow
21	trio
21	soluble
21	signalosome
21	sb01g009720
21	rhomboid
21	remorin
21	pump
21	pseudouridylate
21	phosphoenolpyruvate
21	patatin
21	os10g11240
21	os09g14260
21	os07g02490
21	orf
21	oligopeptidase
21	o-glycosyl
21	mannan
21	low
21	hydrolyzing
21	haloacid
21	gsk3
21	glyoxalase
21	factor-related
21	exosome
21	embryo
21	duf567
21	duf247
21	defective
21	cysteine-type
21	cral
21	cop9
21	compounds
21	clkc
21	chaperonin
21	cgmc
21	cda
21	beta-catenin-like
21	b3-domain-containing
21	b2
21	auxin-independent
21	alternative
21	alpha-expansin
21	adenylate
21	act
21	abi3
21	72a1
21	6-phosphate
21	3-glucanase
20	zn-finger
20	wounding
20	wound
20	virgatum-47623
20	tps
20	touch
20	topoisomerase
20	stress-induced
20	sterols
20	skp
20	serine-type
20	pwwp
20	pvpk
20	phytochrome
20	phosphoinositide
20	pherophorin-c2
20	os06g38700
20	os02g49530
20	oj1005
20	nucleoporin
20	nodulin-like
20	meiotic
20	malic
20	lysm
20	lhc-ii
20	l11
20	high
20	heat-shock
20	h1
20	glycolipid
20	glucose-6-phosphate
20	geranylgeranyl
20	ftsh
20	flavoprotein
20	ef-hand
20	dynamin
20	duf6
20	dehalogenase-like
20	deah
20	contains
20	constans
20	cle
20	clavata1
20	cid11
20	carotenoid
20	bri1-kd
20	branched-chain
20	b5
20	b10
20	amidotransferase
20	alkaline
20	agap000425-pa
20	adenylyltransferase
20	6-phosphogluconate
20	2og-fe
20	2-oxoglutarate
20	10-deacetylbaccatin
19	xylem
19	virgatum-87434
19	virgatum-76254
19	virgatum-24043
19	virgatum-10821
19	tyrosine-protein
19	tu
19	teosinte
19	surface
19	sb09g007350
19	sb06g001200
19	rop
19	restorer
19	reductase-like
19	receiver
19	rd26
19	prefoldin
19	phosphotransferase
19	pbs1
19	os03g61249
19	oj990528
19	nak
19	metallo-beta-lactamase
19	l5
19	l34
19	jacalin-like
19	invertases
19	intracellular
19	homologous
19	gstu6
19	galactose
19	fucosyltransferase
19	for
19	exs
19	exopolygalacturonase
19	exchange
19	erythronate-4-phosphate
19	e2f-dp
19	duf292
19	demethylase
19	d-mannose
19	corepressor
19	conjugating
19	condensation
19	common
19	citrate
19	cinnamoyl
19	channels
19	carbonic
19	asparagine
19	anhydrase
19	alanine
19	acetyl
19	a2
19	a1
19	4cl
19	4-kinase
19	3-monooxygenase
18	virgatum-74737
18	virgatum-68123
18	vi
18	transporter-related
18	tigr01570
18	stripe
18	ste11
18	snf7
18	sb07g004360
18	proteolytic
18	protein2
18	polyamine
18	nucleotide-gated
18	nadp-dependent
18	n-acetylglucosaminyltransferase
18	metal-nicotianamine
18	membrane-type
18	mekk
18	lipoprotein
18	lactoylglutathione
18	l7
18	kin82y
18	involved
18	i2c-5
18	hsp70
18	has
18	gp1
18	glucose
18	fusarium
18	fertility
18	endoribonuclease
18	duf584
18	duf1639
18	dhhc
18	cortical
18	cholesterol
18	cell-delineating
18	ccaat-hap5
18	bromodomain-containing
18	b6
18	axi
18	arm
18	agmatine
18	acetyltransferases
18	4b
18	'putative
17	yr10
17	virgatum-83102805
17	virgatum-82888
17	virgatum-82351
17	virgatum-11019
17	ubx
17	tubby
17	trypsin
17	tim17
17	threonine-specific
17	tetraspanin
17	steroid
17	sbp-box
17	riboflavin
17	rf1
17	ran
17	purple
17	profile
17	pr5k
17	pleckstrin
17	plants
17	phospholipid-transporting
17	phosphofructokinase
17	pfam
17	pe-pgrs
17	os01g14180
17	oj991214
17	oj991113
17	oj000315
17	nlp
17	nin-like
17	nadh-plastoquinone
17	mek
17	l24
17	katamari
17	indole-3-acetic
17	histone-like
17	hda
17	hap5
17	growth-regulating
17	gram
17	glyoxylate
17	gdsl
17	g-protein
17	flavin
17	divaricata
17	dismutases
17	d2
17	coumaroyltransferase
17	ck1
17	ccaat-dr1
17	catalases
17	caseinkinase
17	cap
17	calcineurin-like
17	caf1
17	bzip-related
17	bag
17	ba0081k17
17	ba0005l10-oo
17	autophagy
17	archaeal
17	anthocyanins
17	anion
17	amidase
17	9-cis-epoxycarotenoid
17	4-coumarate--coa
17	3-phosphate
17	10-o-acetyltransferase
16	yup8h12r
16	virgatum-92449
16	virgatum-65612
16	virgatum-60815
16	virgatum-3751
16	virgatum-26620
16	virgatum-172102808
16	v-type
16	trna-splicing
16	tip
16	thioredoxin-like
16	symporter
16	superoxide
16	succinate
16	sm
16	sec22
16	sb05g026410
16	sb02g041370
16	s7
16	rrm
16	rpm1
16	reticulon
16	respiratory
16	r2r3-myb
16	pyrophosphate-fructose-6-p
16	pot
16	polyubiquitin
16	pk
16	photorespiration
16	p24a
16	p1
16	os11g44890
16	os02g14150
16	oj000126
16	nucleoside-triphosphatase
16	nr
16	neutral
16	nepenthesin
16	ndp-sugars
16	nadph
16	mismatch
16	methylase
16	lumen
16	leucoanthocyanidin
16	la
16	intron
16	iib
16	hect
16	hap3
16	glycerophosphodiester
16	galactoside
16	g-box-binding
16	fkbp-type
16	export
16	endosomal
16	e2f
16	duf632
16	duf569
16	dual
16	dismutase
16	deoxynucleotide
16	dentin
16	della
16	dehydrogenases
16	deg
16	cyclin-like
16	cyclin-a2
16	choline
16	ccaat-hap2
16	cationic
16	cassette
16	carboxyl
16	calcineurin
16	burst
16	bsd
16	branched1
16	bowman-birk
16	bonds
16	beta-amylase
16	basal
16	bacterial
16	atrad3
16	alpha-trehalose-phosphate
16	alpha-galactosidase
16	alpha-2
16	adapter
16	2fe-2s
16	2-alpha-l-fucosyltransferase
15	zdhhc9
15	virgatum-75102808
15	virgatum-63162
15	virgatum-47908
15	virgatum-28837
15	vignain
15	udp-glycosyltransferase
15	tub
15	transformaitons
15	tonoplast
15	termination
15	synaptotagmin
15	swib
15	sf21
15	sb09g016155
15	sb04g029240
15	sb0010s003460
15	s19
15	s-domain
15	roseus-like
15	rlk1
15	rhc1a
15	rapid
15	pumilio
15	prp18
15	polyadenylate-binding
15	phytoene
15	phox
15	pf01161
15	pepsin
15	partial
15	paramyosin
15	oxide
15	os12g05860
15	os06g49650
15	nucleotidyltransferase
15	nucleobase-ascorbate
15	methyltransferase-16
15	methyl
15	l12
15	jmjc
15	isocitrate
15	interactor
15	iia
15	gmp
15	glyceraldehyde-3-phosphate
15	gae
15	fha
15	epf1
15	endotransglycosylase
15	duf1645
15	data
15	d-type
15	cycloartenol
15	coenzyme
15	cgi-144
15	catharanthus
15	carbonyl
15	by
15	brittle-1
15	auxin-regulated
15	alkalinization
15	actin-depolymerizing
15	ac
15	1-phosphotransferase
15	1-epimerase
14	zein-alpha
14	white-brown
14	wheat
14	virgatum-95235
14	virgatum-85950
14	virgatum-65484
14	virgatum-60600
14	virgatum-56031
14	virgatum-53067
14	virgatum-38132
14	virgatum-38081
14	virgatum-35833
14	virgatum-30898
14	virgatum-29422
14	virgatum-24416
14	vhs
14	ubiquinol-cytochrome
14	transitional
14	trafficking
14	tata
14	substrate
14	skp1-like
14	sheath
14	scp-like
14	sb10g004225
14	sb07g005290
14	sb02g043650
14	s2
14	s1
14	ripening
14	rgh1a
14	resistance-associated
14	receptor-associated
14	ralf
14	raffinose
14	protein-associated
14	pr-proteins
14	positive
14	pnfl-2
14	phosphoribosyltransferases
14	oxysterol-binding
14	ovate
14	os12g37830
14	nli
14	mtn21
14	mlo
14	matrix
14	lipoxygenase
14	l3
14	isopentenyl
14	homoserine
14	hct
14	hap2
14	h-type
14	glutamyl-trna
14	gdp-mannose
14	ga
14	g-2
14	embryonic
14	duf868
14	duf679
14	duf617
14	dp
14	defense
14	cys-rich
14	cyp81a16
14	cyp71y10
14	cpp
14	checkpoint
14	cadmium
14	c2c2-co-like
14	bisphosphate
14	beta-4
14	benzoate
14	b561
14	atl1r
14	arp2
14	apurinic
14	apoptosis
14	apoprotein
14	annexin
14	ammonia-lyase
14	ammonia
14	acid-binding
14	abc-2
14	a3
14	6b-interacting
14	3b
14	3-galactosyltransferase
14	1-alpha
13	ycf72
13	wound-induced
13	willebrand
13	wgs
13	von
13	virgatum-85697
13	virgatum-68135
13	virgatum-67853
13	virgatum-56195
13	virgatum-28298
13	virgatum-20695
13	virgatum-10355
13	viral
13	uroporphyrinogen
13	uridylyltransferase
13	udp-glucuronosyl
13	ubiquitin-specific
13	tumor
13	triose
13	trans-membrane
13	tigr01627
13	strubbelig-receptor
13	src2
13	spx
13	single-stranded
13	shikimate
13	sen102
13	sb10g016776
13	sb02g032240
13	s10
13	ribulose
13	regulator-like
13	pyrophosphate--fructose
13	prmc3
13	ppr986-12
13	pip
13	phosphoribosylanthranilate
13	phosphatidylcholinesterol
13	phosphatidate
13	phl
13	os11g26910
13	os03g19600
13	os01g61920
13	origin
13	orf137
13	ocl5
13	o-acetyltransferase
13	nip
13	nicotiana
13	msp
13	molybdenum
13	mobile
13	minichromosome
13	lysine-specific
13	lumenal
13	lsm
13	lim
13	laccase
13	l7a
13	l18
13	l1
13	kip1
13	intermediate
13	ig002n01
13	idh
13	heavy-metal-associated
13	glycoside
13	glycerol
13	gh3
13	gdp
13	g11a
13	fusion
13	fruit
13	fad-binding
13	epoxide
13	ent-kaurene
13	el5
13	early-responsive
13	duf707
13	duf668
13	duf640
13	duf241
13	duf1296
13	dre-binding
13	cxc
13	crinkly4
13	cpp1-related
13	cadb00000000
13	c2c2-yabby
13	atsr
13	atl2l
13	antimicrobial
13	anther
13	anchor
13	aminotransferase-like
13	adenine
13	acid-amido
13	acetyl-coa
13	abc1
13	a-type
13	6a
13	5-phosphate
13	4a
13	10-2
13	-atpase
13	'exotics'
12	yabby
12	ww
12	wrky74-superfamily
12	wax
12	virgatum-81496
12	virgatum-74757
12	virgatum-73366
12	virgatum-68042
12	virgatum-67429
12	virgatum-65975
12	virgatum-62757
12	virgatum-29610
12	virgatum-21558
12	virgatum-15727
12	virgatum-1489
12	virgatum-143102807
12	virgatum-10936
12	virgatum-102406
12	utp--glucose-1-phosphate
12	ubiquitin-activating
12	u2af
12	tso1-like
12	transaminase
12	tortifolia1
12	tigr01589
12	tesmin
12	systemin
12	sulfate
12	subtilase
12	stilbene
12	ste7
12	sr160
12	single
12	sialophosphoprotein
12	secreted
12	scl1
12	sb2149s002010
12	sb10g020450
12	sb02g036950
12	sb02g001280
12	sb01g041560
12	sb01g002900
12	s17
12	s14
12	s-receptor
12	rad50
12	rac
12	rabgap
12	pumilio-family
12	ptr2-b
12	prenylated
12	pp1
12	porin
12	phototropism
12	photolyase
12	phosphotase
12	phosphatidylcholine
12	peroxisomes
12	pap
12	pal
12	p20
12	os11g01380
12	os07g38420
12	os04g50050
12	os03g08400
12	omega
12	oj000114
12	ocs
12	oastl
12	number
12	non-green
12	nad-dependent
12	na+
12	n2-dimethylguanosine
12	n2
12	monosaccharide
12	medium
12	mcm
12	map2k
12	ligase-like
12	l11-1
12	kiwellin
12	iron-sulphur
12	inducible
12	hrgp
12	glycerophosphoryl
12	gat
12	form
12	fbd
12	f-2
12	expansin-b11
12	enoyl-coa
12	employs
12	elmo
12	effector-related
12	dyad
12	dwarf8
12	dvl
12	duf674
12	duf642
12	duf593
12	duf3511
12	duf3133
12	dre
12	double-stranded
12	do-like
12	diester
12	cytosine
12	cytokinin-n-glucosyltransferase
12	cullin
12	complexes
12	cm0216
12	clusters
12	cf2
12	cdpk
12	carbon-nitrogen
12	bidirectional
12	bax
12	b1
12	atpase-like
12	at-rich
12	aluminum-induced
12	alpha-3
12	ae1
